Problem name, Success Rate, Avg success time (ms), Success Score, Avg Success Iterations, Best failure score, Avg failure score, Avg Failure Percent of best, Best failure fitness, Avg failure fitness, Avg failure iterations
WEISH16,0.985,290.4701629390863,7289.0,790.3502538071066,7287.0,7281.666666666667,99.89939177756438,2.743860611881255E-4,0.001006082224356349,790.3502538071066
WEISH17,0.88,469.875068193182,8633.0,861.3863636363636,8624.0,8622.0,99.87258195297116,0.001042511293872339,0.0012741804702883959,861.3863636363636
WEISH18,0.785,674.8922799299364,9580.0,1266.4840764331211,9573.0,9559.441860465116,99.78540564159829,7.306889352818313E-4,0.0021459435840170725,1266.4840764331211
WEISH19,0.93,448.6048615537637,7698.0,1204.8978494623657,7685.0,7680.714285714285,99.77545187989459,0.0016887503247596802,0.0022454812010540876,1204.8978494623657
WEISH20,0.97,315.846048603093,9450.0,668.2061855670103,9441.0,9431.833333333334,99.80776014109348,9.523809523809268E-4,0.0019223985890652144,668.2061855670103
WEISH21,0.925,302.42804598918923,9074.0,673.454054054054,9074.0,9033.133333333333,99.54962897656307,0.0,0.004503710234369248,673.454054054054
WEISH22,0.87,517.0398244195402,8947.0,1109.4022988505747,8929.0,8917.538461538461,99.67071042291786,0.0020118475466637253,0.0032928957708213647,1109.4022988505747
WEISH23,0.735,752.0698648027209,8344.0,1762.8095238095239,8341.0,8321.188679245282,99.7266140849147,3.5953978906999584E-4,0.0027338591508529434,1762.8095238095239
WEISH24,0.82,616.1011580304878,10220.0,1017.7926829268292,10215.0,10196.0,99.7651663405088,4.892367906066397E-4,0.0023483365949119473,1017.7926829268292
WEISH25,0.765,722.6130892026147,9939.0,1338.1830065359477,9936.0,9920.68085106383,99.81568418416168,3.018412315122232E-4,0.0018431581583831503,1338.1830065359477
WEISH26,0.87,508.8510989827588,9584.0,999.5689655172414,9578.0,9547.23076923077,99.61634775908566,6.260434056761799E-4,0.003836522409143416,999.5689655172414
WEISH27,0.975,294.5080646307693,9819.0,585.7076923076924,9811.0,9804.8,99.85538242183522,8.147469192382184E-4,0.0014461757816478294,585.7076923076924
WEISH28,0.915,369.69735536612023,9492.0,740.7377049180328,9469.0,9443.35294117647,99.48749411268932,0.0024230931310577075,0.00512505887310673,740.7377049180328
WEISH29,0.88,513.2441002727273,9410.0,1037.4943181818182,9394.0,9371.208333333334,99.58776124690047,0.0017003188097768351,0.004122387530995396,1037.4943181818182
WEISH30,0.7,721.1287252642858,11191.0,1075.8142857142857,11187.0,11176.066666666668,99.86655943764336,3.5743007774102775E-4,0.0013344056235665425,1075.8142857142857
